208;1100;2433;2025-03-31;2025-04-15;activo;5000
209;1227;3020;2024-12-02;2024-12-17;devuelto;5000
210;1794;472;2025-02-02;2025-02-17;devuelto;5000
211;2655;1496;2025-02-04;2025-02-19;activo;5000
212;216;3339;2025-02-10;2025-02-25;activo;5000
213;2484;583;2025-02-11;2025-02-26;retrasado;5000
214;1898;2617;2025-01-26;2025-02-25;activo;5000
215;1277;1492;2024-11-18;2024-12-03;activo;5000
216;2562;1367;2025-01-26;2025-02-10;devuelto;5000
217;2825;180;2025-03-09;2025-03-24;devuelto;5000
218;1917;1577;2024-12-25;2025-01-09;devuelto;5000
219;2368;1522;2025-01-09;2025-02-08;activo;5000
220;742;23;2025-02-11;2025-03-13;devuelto;5000
221;2928;3450;2025-03-03;2025-03-18;devuelto;5000
222;2253;657;2025-03-13;2025-03-28;devuelto;5000
223;2601;1179;2024-12-12;2024-12-27;devuelto;5000
224;1321;2749;2025-01-26;2025-02-25;devuelto;5000
225;2598;547;2025-03-01;2025-03-16;retrasado;5000
226;2638;1237;2025-04-07;2025-05-07;devuelto;5000
227;1575;2574;2025-03-23;2025-04-07;retrasado;5000
228;922;1241;2024-12-13;2024-12-28;activo;5000
229;2366;1366;2025-01-02;2025-01-17;devuelto;5000
230;2460;2703;2025-04-09;2025-04-24;activo;5000
231;1929;1017;2025-01-13;2025-02-12;activo;5000
232;155;387;2025-02-04;2025-02-19;activo;5000
233;326;803;2024-12-03;2025-01-02;devuelto;5000
234;1670;1511;2025-02-09;2025-02-24;retrasado;5000
235;987;666;2025-03-22;2025-04-06;retrasado;5000
236;1352;2213;2025-01-08;2025-01-23;activo;5000
237;576;49;2025-01-21;2025-02-05;devuelto;5000
238;2298;1965;2025-01-19;2025-02-18;activo;5000
239;577;3540;2025-01-14;2025-02-13;devuelto;5000
240;2621;899;2025-02-13;2025-02-28;retrasado;5000
241;2150;495;2025-01-17;2025-02-01;retrasado;5000
242;1140;733;2024-12-01;2024-12-16;devuelto;5000
243;1207;1703;2025-02-12;2025-02-27;retrasado;5000
244;751;1133;2025-04-12;2025-04-27;activo;5000
245;1530;2800;2025-01-27;2025-02-26;retrasado;5000
246;137;1912;2025-04-07;2025-05-07;devuelto;5000
247;1536;1951;2025-01-03;2025-01-18;retrasado;5000
248;63;2898;2024-11-29;2024-12-14;activo;5000
249;108;699;2025-01-31;2025-02-15;activo;5000
250;1308;1190;2025-01-31;2025-02-15;devuelto;5000
251;1082;491;2025-01-30;2025-02-14;retrasado;5000
252;2234;3584;2025-03-21;2025-04-20;devuelto;5000
253;1117;1952;2025-04-02;2025-05-02;retrasado;5000
254;2682;696;2024-12-28;2025-01-12;devuelto;5000
255;870;546;2025-02-15;2025-03-02;devuelto;5000
256;223;538;2025-03-10;2025-03-25;devuelto;5000
257;729;1837;2024-11-30;2024-12-15;devuelto;5000
258;1743;403;2025-02-05;2025-02-20;activo;5000
259;1711;3127;2025-04-02;2025-04-17;activo;5000
260;2370;3193;2024-12-26;2025-01-25;activo;5000
261;1461;3406;2025-01-19;2025-02-03;activo;5000
262;326;2998;2025-04-11;2025-05-11;activo;5000
263;1384;2405;2025-02-21;2025-03-23;devuelto;5000
264;2582;1863;2024-12-10;2024-12-25;activo;5000
265;1182;41;2024-12-16;2025-01-15;devuelto;5000
266;1817;50;2025-02-28;2025-03-30;retrasado;5000
267;106;1479;2025-03-13;2025-03-28;activo;5000
268;536;2828;2025-01-21;2025-02-05;retrasado;5000
269;2070;3499;2025-04-06;2025-05-06;retrasado;5000
270;2791;1515;2024-12-13;2024-12-28;activo;5000
271;108;807;2025-03-08;2025-03-23;devuelto;5000
272;612;265;2025-04-08;2025-05-08;activo;5000
273;969;3484;2025-04-14;2025-04-29;devuelto;5000
274;1339;1955;2025-03-12;2025-04-11;retrasado;5000
275;1023;1930;2025-04-13;2025-04-28;retrasado;5000
276;2502;3317;2025-02-03;2025-02-18;retrasado;5000
277;1483;2962;2024-12-30;2025-01-29;devuelto;5000
278;1282;2014;2024-12-31;2025-01-30;activo;5000
279;2652;2688;2024-12-26;2025-01-25;devuelto;5000
280;1778;2400;2025-01-13;2025-02-12;activo;5000
281;86;1683;2025-02-18;2025-03-20;devuelto;5000
282;1608;3619;2025-03-02;2025-03-17;activo;5000
283;2806;3113;2025-02-18;2025-03-20;retrasado;5000
284;1209;3022;2025-01-14;2025-01-29;retrasado;5000
285;672;3331;2025-03-12;2025-03-27;activo;5000
286;2325;2554;2024-12-05;2024-12-20;devuelto;5000
287;1001;750;2025-03-23;2025-04-22;devuelto;5000
288;1241;182;2025-02-19;2025-03-06;devuelto;5000
289;1449;2327;2025-01-13;2025-01-28;activo;5000
290;2851;2723;2025-03-02;2025-03-17;devuelto;5000
291;1930;348;2025-03-25;2025-04-24;devuelto;5000
292;342;1583;2024-12-03;2024-12-18;devuelto;5000
293;495;1041;2024-12-08;2024-12-23;retrasado;5000
294;2384;2788;2025-01-19;2025-02-03;devuelto;5000
295;2147;2823;2025-01-02;2025-01-17;devuelto;5000
296;2607;3274;2025-03-14;2025-03-29;activo;5000
297;1861;258;2025-03-26;2025-04-10;devuelto;5000
298;2477;1082;2025-01-16;2025-01-31;devuelto;5000
299;2606;2570;2025-02-07;2025-03-09;devuelto;5000
300;807;292;2025-04-14;2025-04-29;activo;5000
301;1003;1426;2025-04-11;2025-05-11;retrasado;5000
302;1509;515;2024-11-25;2024-12-25;retrasado;5000
303;86;513;2025-02-21;2025-03-23;devuelto;5000
304;2670;352;2025-04-01;2025-04-16;devuelto;5000
305;56;2279;2024-11-22;2024-12-07;activo;5000
306;676;3241;2025-04-13;2025-04-28;activo;5000
307;1011;1160;2025-01-18;2025-02-02;activo;5000
308;1380;468;2025-02-07;2025-03-09;retrasado;5000
309;13;1419;2024-12-19;2025-01-03;devuelto;5000
310;2312;1913;2024-12-23;2025-01-07;retrasado;5000
311;2084;2826;2025-01-18;2025-02-02;devuelto;5000
312;2292;2507;2024-12-26;2025-01-10;retrasado;5000
313;1050;1428;2025-01-04;2025-01-19;retrasado;5000
314;556;931;2025-02-05;2025-03-07;devuelto;5000
315;1776;2268;2025-03-29;2025-04-28;activo;5000
316;1217;91;2025-03-03;2025-04-02;devuelto;5000
317;2409;1989;2024-12-12;2024-12-27;activo;5000
318;1786;1862;2025-02-18;2025-03-20;devuelto;5000
319;2608;965;2024-11-29;2024-12-29;devuelto;5000
320;1364;2164;2025-01-06;2025-01-21;devuelto;5000
321;736;2486;2024-11-29;2024-12-29;activo;5000
322;1353;2221;2025-03-07;2025-03-22;devuelto;5000
323;2926;1891;2025-02-22;2025-03-09;devuelto;5000
324;919;1222;2025-01-31;2025-02-15;devuelto;5000
325;529;695;2024-11-27;2024-12-12;devuelto;5000
326;1653;2133;2024-11-30;2024-12-15;devuelto;5000
327;518;680;2024-12-02;2024-12-17;devuelto;5000
328;2486;3354;2025-03-10;2025-03-25;devuelto;5000
329;2109;3379;2025-01-06;2025-02-05;activo;5000
330;1186;2039;2025-02-07;2025-02-22;devuelto;5000
331;1938;3591;2025-01-13;2025-01-28;activo;5000
332;160;1985;2025-02-05;2025-02-20;devuelto;5000
333;2072;2062;2025-04-02;2025-04-17;devuelto;5000
334;595;3171;2025-03-27;2025-04-26;devuelto;5000
335;2677;1552;2025-04-17;2025-05-02;devuelto;5000
336;678;208;2025-01-20;2025-02-04;devuelto;5000
337;2046;3075;2024-11-21;2024-12-06;devuelto;5000
338;1532;738;2025-02-01;2025-02-16;activo;5000
339;2152;3204;2025-01-03;2025-02-02;devuelto;5000
340;340;1635;2025-02-17;2025-03-04;devuelto;5000
341;903;2795;2025-04-12;2025-04-27;devuelto;5000
342;387;132;2024-12-19;2025-01-18;activo;5000
343;2485;1737;2025-01-22;2025-02-06;activo;5000
344;971;3595;2024-11-23;2024-12-23;retrasado;5000
345;953;2259;2024-11-25;2024-12-10;activo;5000
346;379;3496;2025-03-10;2025-03-25;devuelto;5000
347;841;1232;2025-01-24;2025-02-23;activo;5000
348;610;3082;2025-03-31;2025-04-30;devuelto;5000
349;2889;2321;2025-03-01;2025-03-16;retrasado;5000
350;2821;2222;2025-04-17;2025-05-02;retrasado;5000
351;2775;2868;2024-12-11;2024-12-26;activo;5000
352;2048;1931;2024-12-10;2025-01-09;activo;5000
353;1981;794;2025-03-31;2025-04-30;devuelto;5000
354;250;2336;2025-02-12;2025-02-27;retrasado;5000
355;2922;2419;2025-03-31;2025-04-15;devuelto;5000
356;2243;2266;2025-01-07;2025-01-22;activo;5000
357;694;3422;2024-12-13;2025-01-12;devuelto;5000
358;510;1464;2025-02-10;2025-02-25;devuelto;5000
359;381;3;2024-11-29;2024-12-14;devuelto;5000
360;741;398;2025-02-01;2025-02-16;retrasado;5000
361;917;2060;2024-11-26;2024-12-11;retrasado;5000
362;1623;860;2025-03-20;2025-04-19;devuelto;5000
363;2118;3492;2025-01-29;2025-02-13;devuelto;5000
364;838;1983;2025-01-26;2025-02-10;retrasado;5000
365;1688;129;2024-11-30;2024-12-15;devuelto;5000
366;1312;1857;2025-04-06;2025-05-06;activo;5000
367;571;2111;2025-01-09;2025-02-08;devuelto;5000
368;496;1661;2025-03-01;2025-03-16;retrasado;5000
369;2603;2639;2024-11-26;2024-12-26;devuelto;5000
370;18;2462;2025-03-19;2025-04-18;activo;5000
371;724;983;2024-12-21;2025-01-20;devuelto;5000
372;1120;1802;2025-03-08;2025-04-07;activo;5000
373;1199;2730;2024-11-24;2024-12-09;devuelto;5000
374;878;2959;2025-02-03;2025-02-18;devuelto;5000
375;1506;929;2025-03-17;2025-04-16;activo;5000
376;1134;3671;2024-11-17;2024-12-02;devuelto;5000
377;44;340;2025-02-14;2025-03-16;activo;5000
378;1628;3096;2024-12-24;2025-01-08;retrasado;5000
379;2399;2545;2025-03-15;2025-04-14;retrasado;5000
380;768;1062;2025-04-03;2025-04-18;retrasado;5000
381;184;3541;2025-03-01;2025-03-16;devuelto;5000
382;2266;980;2025-04-04;2025-05-04;retrasado;5000
383;797;3154;2024-12-04;2024-12-19;devuelto;5000
384;1713;2463;2024-12-25;2025-01-09;devuelto;5000
385;135;1213;2025-01-15;2025-01-30;devuelto;5000
386;254;480;2025-01-26;2025-02-10;devuelto;5000
387;2765;1181;2025-01-16;2025-01-31;activo;5000
388;231;1575;2024-11-27;2024-12-12;activo;5000
389;872;2810;2025-03-18;2025-04-17;devuelto;5000
390;65;2031;2024-12-19;2025-01-18;devuelto;5000
391;942;3546;2025-02-20;2025-03-22;activo;5000
392;738;2979;2025-01-02;2025-02-01;devuelto;5000
393;1786;1289;2025-02-05;2025-03-07;devuelto;5000
394;4;2052;2025-04-10;2025-05-10;activo;5000
395;78;2734;2024-12-14;2024-12-29;devuelto;5000
396;2648;1969;2024-12-26;2025-01-10;devuelto;5000
397;1850;3185;2025-04-17;2025-05-02;activo;5000
398;448;2923;2025-04-10;2025-04-25;devuelto;5000
399;2154;2650;2024-12-13;2025-01-12;activo;5000
400;1084;945;2025-03-16;2025-03-31;retrasado;5000
401;164;216;2025-01-14;2025-01-29;devuelto;5000
402;2830;2033;2024-12-08;2024-12-23;activo;5000
403;9;2429;2025-01-15;2025-01-30;retrasado;5000
404;1240;2444;2025-04-11;2025-04-26;activo;5000
405;1986;278;2024-12-17;2025-01-16;retrasado;5000
406;2703;301;2024-11-26;2024-12-26;activo;5000
407;1894;286;2024-12-04;2024-12-19;activo;5000
408;1758;3402;2025-03-20;2025-04-04;devuelto;5000
409;985;2050;2025-01-03;2025-01-18;devuelto;5000
410;2438;1016;2024-12-04;2024-12-19;activo;5000
411;465;719;2025-02-20;2025-03-07;retrasado;5000
412;2726;460;2024-12-01;2024-12-16;activo;5000
413;983;402;2025-01-08;2025-01-23;devuelto;5000
414;708;1634;2024-12-24;2025-01-23;devuelto;5000
415;1938;2707;2025-03-10;2025-03-25;retrasado;5000
416;2986;2549;2025-04-09;2025-04-24;retrasado;5000
417;1923;2900;2025-03-12;2025-03-27;devuelto;5000
418;1101;888;2025-03-20;2025-04-04;devuelto;5000
419;182;1250;2025-01-29;2025-02-13;retrasado;5000
420;1919;1864;2025-02-02;2025-02-17;devuelto;5000
421;2079;2371;2025-01-07;2025-02-06;devuelto;5000
422;2152;404;2025-01-11;2025-02-10;devuelto;5000
423;2270;1215;2024-12-13;2024-12-28;activo;5000
424;2432;3129;2025-03-25;2025-04-09;retrasado;5000
425;2904;1819;2024-12-27;2025-01-11;activo;5000
426;734;38;2025-03-06;2025-03-21;retrasado;5000
427;177;1991;2025-01-31;2025-02-15;activo;5000
428;971;1362;2025-01-31;2025-03-02;devuelto;5000
429;2554;724;2024-11-28;2024-12-13;retrasado;5000
430;1438;505;2025-03-16;2025-03-31;activo;5000
431;203;1691;2024-12-13;2025-01-12;retrasado;5000
432;106;2187;2025-02-23;2025-03-10;devuelto;5000
433;1698;360;2025-03-30;2025-04-29;retrasado;5000
434;2664;3377;2025-02-16;2025-03-03;activo;5000
435;2230;2391;2025-02-26;2025-03-13;devuelto;5000
436;1647;97;2025-04-08;2025-04-23;devuelto;5000
437;869;631;2025-01-04;2025-01-19;activo;5000
438;472;3430;2024-12-12;2025-01-11;devuelto;5000
439;1141;2126;2024-12-31;2025-01-15;retrasado;5000
440;1782;1716;2024-11-30;2024-12-15;devuelto;5000
441;1847;2085;2025-02-18;2025-03-05;retrasado;5000
442;2688;897;2025-03-02;2025-03-17;devuelto;5000
443;237;3223;2025-02-06;2025-03-08;devuelto;5000
444;2744;164;2025-02-17;2025-03-04;activo;5000
445;324;2258;2024-12-31;2025-01-30;activo;5000
446;1912;1821;2024-12-18;2025-01-02;devuelto;5000
447;1383;2134;2024-12-04;2025-01-03;activo;5000
448;904;1142;2024-12-13;2025-01-12;activo;5000
449;443;369;2025-02-15;2025-03-02;retrasado;5000
450;643;3601;2025-01-03;2025-01-18;devuelto;5000
451;2439;232;2025-02-18;2025-03-20;devuelto;5000
452;1925;3218;2024-12-02;2024-12-17;retrasado;5000
453;1058;1493;2024-12-01;2024-12-16;devuelto;5000
454;2591;884;2025-02-19;2025-03-06;activo;5000
455;1370;997;2025-03-08;2025-03-23;retrasado;5000
456;187;2140;2025-02-19;2025-03-06;activo;5000
457;2834;826;2024-12-29;2025-01-13;activo;5000
458;1364;73;2025-04-01;2025-04-16;retrasado;5000
459;2447;220;2025-02-18;2025-03-05;activo;5000
460;1627;654;2025-01-29;2025-02-13;devuelto;5000
461;604;3515;2025-01-18;2025-02-17;devuelto;5000
462;1781;3297;2025-03-25;2025-04-09;activo;5000
463;472;3662;2025-01-20;2025-02-19;retrasado;5000
464;313;3288;2025-01-09;2025-02-08;activo;5000
465;2708;1021;2025-01-09;2025-02-08;retrasado;5000
466;2134;503;2025-02-17;2025-03-04;retrasado;5000
467;2992;1786;2025-03-19;2025-04-18;devuelto;5000
468;1374;3672;2024-12-03;2024-12-18;retrasado;5000
469;1919;3550;2025-03-03;2025-03-18;devuelto;5000
470;2248;489;2025-01-05;2025-01-20;retrasado;5000
471;2840;2392;2025-03-26;2025-04-10;devuelto;5000
472;576;2713;2025-02-28;2025-03-15;devuelto;5000
473;6;1058;2025-03-31;2025-04-30;activo;5000
474;2574;1141;2025-03-21;2025-04-05;devuelto;5000
475;1217;1896;2024-12-15;2025-01-14;retrasado;5000
476;1592;3519;2024-12-26;2025-01-25;activo;5000
477;2694;2027;2025-04-14;2025-05-14;devuelto;5000
478;1523;296;2025-01-08;2025-02-07;activo;5000
479;557;2438;2025-03-18;2025-04-17;devuelto;5000
480;689;2159;2025-01-26;2025-02-25;retrasado;5000
481;1589;1563;2024-12-28;2025-01-27;retrasado;5000
482;1534;151;2025-01-19;2025-02-03;devuelto;5000
483;1116;2185;2024-11-26;2024-12-11;activo;5000
484;1317;3122;2025-04-15;2025-04-30;activo;5000
485;874;108;2025-02-22;2025-03-24;devuelto;5000
486;867;2403;2025-03-06;2025-03-21;devuelto;5000
