128;128;Prestado;2025-04-28
129;129;Prestado;2025-05-06
130;130;Prestado;2025-04-25
131;131;Prestado;2025-04-18
132;132;Reservado;2025-05-17
133;133;Prestado;2025-04-18
134;134;Prestado;2025-05-05
135;135;Prestado;2025-04-24
136;136;Reservado;2025-04-21
137;137;Reservado;2025-04-18
138;138;Disponible;2025-05-13
139;139;Disponible;2025-04-24
140;140;Prestado;2025-04-19
141;141;Prestado;2025-05-17
142;142;Disponible;2025-04-30
143;143;Prestado;2025-05-16
144;144;Reservado;2025-05-06
145;145;Prestado;2025-04-30
146;146;Prestado;2025-05-05
147;147;Prestado;2025-04-25
148;148;Disponible;2025-05-05
149;149;Prestado;2025-05-06
150;150;Disponible;2025-04-29
151;151;Reservado;2025-05-17
152;152;Prestado;2025-04-22
153;153;Prestado;2025-04-18
154;154;Prestado;2025-04-21
155;155;Prestado;2025-05-10
156;156;Prestado;2025-04-20
157;157;Prestado;2025-05-03
158;158;Disponible;2025-05-16
159;159;Prestado;2025-05-03
160;160;Prestado;2025-04-21
161;161;Reservado;2025-04-28
162;162;Prestado;2025-05-06
163;163;Prestado;2025-05-06
164;164;Prestado;2025-05-12
165;165;Reservado;2025-05-13
166;166;Prestado;2025-05-01
167;167;Reservado;2025-05-01
168;168;Prestado;2025-05-12
169;169;Reservado;2025-04-28
170;170;Prestado;2025-05-16
171;171;Prestado;2025-05-11
172;172;Prestado;2025-04-27
173;173;Prestado;2025-04-29
174;174;Prestado;2025-04-25
175;175;Prestado;2025-05-07
176;176;Prestado;2025-05-01
177;177;Prestado;2025-05-11
178;178;Disponible;2025-04-27
179;179;Prestado;2025-04-22
180;180;Reservado;2025-05-12
181;181;Prestado;2025-05-11
182;182;Prestado;2025-04-25
183;183;Prestado;2025-05-08
184;184;Disponible;2025-04-23
185;185;Prestado;2025-04-25
186;186;Reservado;2025-05-05
187;187;Prestado;2025-05-13
188;188;Disponible;2025-04-22
189;189;Prestado;2025-04-28
190;190;Reservado;2025-05-02
191;191;Reservado;2025-05-02
192;192;Reservado;2025-04-21
193;193;Prestado;2025-04-20
194;194;Prestado;2025-05-12
195;195;Prestado;2025-05-04
196;196;Prestado;2025-04-21
197;197;Disponible;2025-05-15
198;198;Disponible;2025-05-16
199;199;Prestado;2025-05-10
200;200;Disponible;2025-04-21
201;201;Prestado;2025-04-20
202;202;Disponible;2025-04-25
203;203;Prestado;2025-04-20
204;204;Prestado;2025-04-27
205;205;Prestado;2025-05-08
206;206;Prestado;2025-05-16
207;207;Prestado;2025-05-05
208;208;Disponible;2025-05-16
209;209;Prestado;2025-04-19
210;210;Prestado;2025-05-18
211;211;Prestado;2025-05-15
212;212;Prestado;2025-04-24
213;213;Prestado;2025-05-17
214;214;Prestado;2025-05-18
215;215;Reservado;2025-05-07
216;216;Prestado;2025-04-27
217;217;Disponible;2025-04-21
218;218;Prestado;2025-05-01
219;219;Prestado;2025-04-21
220;220;Prestado;2025-04-19
221;221;Prestado;2025-04-18
222;222;Prestado;2025-05-01
223;223;Reservado;2025-04-29
224;224;Reservado;2025-05-13
225;225;Disponible;2025-04-18
226;226;Prestado;2025-05-16
227;227;Prestado;2025-04-25
228;228;Reservado;2025-05-16
229;229;Prestado;2025-04-29
230;230;Reservado;2025-05-02
231;231;Reservado;2025-04-30
232;232;Prestado;2025-04-22
233;233;Prestado;2025-04-30
234;234;Prestado;2025-05-05
235;235;Prestado;2025-04-21
236;236;Prestado;2025-04-30
237;237;Reservado;2025-05-15
238;238;Disponible;2025-05-16
239;239;Disponible;2025-04-19
240;240;Reservado;2025-05-09
241;241;Disponible;2025-05-06
242;242;Prestado;2025-05-01
243;243;Prestado;2025-04-27
244;244;Prestado;2025-05-12
245;245;Reservado;2025-04-30
246;246;Reservado;2025-05-15
247;247;Reservado;2025-05-08
248;248;Prestado;2025-05-18
249;249;Disponible;2025-05-16
250;250;Prestado;2025-04-30
251;251;Reservado;2025-05-04
252;252;Disponible;2025-04-23
253;253;Reservado;2025-05-15
254;254;Prestado;2025-05-11
255;255;Prestado;2025-05-15
256;256;Prestado;2025-04-19
257;257;Disponible;2025-04-18
258;258;Prestado;2025-05-08
259;259;Disponible;2025-04-28
260;260;Prestado;2025-05-15
261;261;Prestado;2025-04-18
262;262;Prestado;2025-05-09
263;263;Prestado;2025-05-18
264;264;Prestado;2025-04-29
265;265;Prestado;2025-05-17
266;266;Prestado;2025-05-16
267;267;Disponible;2025-04-22
268;268;Prestado;2025-05-02
269;269;Prestado;2025-04-26
270;270;Reservado;2025-04-30
271;271;Prestado;2025-05-10
272;272;Prestado;2025-04-26
273;273;Prestado;2025-04-24
274;274;Disponible;2025-05-18
275;275;Prestado;2025-05-12
276;276;Prestado;2025-05-09
277;277;Prestado;2025-04-23
278;278;Prestado;2025-04-20
279;279;Prestado;2025-05-03
280;280;Disponible;2025-05-13
281;281;Prestado;2025-05-12
282;282;Disponible;2025-04-20
283;283;Prestado;2025-05-09
284;284;Reservado;2025-05-15
285;285;Prestado;2025-05-10
286;286;Disponible;2025-04-28
287;287;Prestado;2025-05-01
288;288;Reservado;2025-05-07
289;289;Reservado;2025-05-04
290;290;Disponible;2025-04-29
291;291;Prestado;2025-04-28
292;292;Reservado;2025-05-03
293;293;Disponible;2025-05-17
294;294;Prestado;2025-05-05
295;295;Prestado;2025-04-21
296;296;Disponible;2025-04-22
297;297;Disponible;2025-05-04
298;298;Prestado;2025-05-18
299;299;Prestado;2025-05-09
300;300;Prestado;2025-04-21
301;301;Prestado;2025-05-10
302;302;Prestado;2025-04-19
303;303;Prestado;2025-04-26
304;304;Prestado;2025-05-07
305;305;Prestado;2025-05-15
306;306;Prestado;2025-05-16
307;307;Prestado;2025-05-04
308;308;Prestado;2025-05-09
309;309;Prestado;2025-05-05
310;310;Prestado;2025-04-20
311;311;Prestado;2025-05-02
312;312;Prestado;2025-04-26
313;313;Reservado;2025-04-26
314;314;Prestado;2025-05-02
315;315;Reservado;2025-05-16
316;316;Reservado;2025-05-02
317;317;Prestado;2025-05-13
318;318;Reservado;2025-05-12
319;319;Prestado;2025-05-14
320;320;Prestado;2025-04-27
321;321;Reservado;2025-05-02
322;322;Prestado;2025-05-05
323;323;Disponible;2025-04-27
324;324;Disponible;2025-05-17
325;325;Prestado;2025-05-07
326;326;Prestado;2025-04-28
327;327;Prestado;2025-05-12
328;328;Prestado;2025-05-09
329;329;Disponible;2025-04-24
330;330;Prestado;2025-04-26
331;331;Prestado;2025-05-04
332;332;Reservado;2025-05-06
333;333;Prestado;2025-04-19
334;334;Prestado;2025-05-10
335;335;Prestado;2025-05-10
336;336;Prestado;2025-04-22
337;337;Reservado;2025-05-02
338;338;Prestado;2025-05-18
339;339;Reservado;2025-05-03
340;340;Prestado;2025-05-07
341;341;Prestado;2025-05-02
342;342;Disponible;2025-05-07
343;343;Prestado;2025-05-07
344;344;Disponible;2025-05-18
345;345;Prestado;2025-05-14
346;346;Prestado;2025-05-16
347;347;Prestado;2025-04-22
348;348;Disponible;2025-04-24
349;349;Prestado;2025-05-07
350;350;Prestado;2025-04-21
351;351;Reservado;2025-05-07
352;352;Disponible;2025-04-23
353;353;Prestado;2025-05-05
354;354;Prestado;2025-05-05
355;355;Reservado;2025-04-25
356;356;Prestado;2025-04-29
357;357;Prestado;2025-05-02
358;358;Prestado;2025-04-26
359;359;Prestado;2025-05-03
360;360;Prestado;2025-04-22
361;361;Prestado;2025-05-11
362;362;Prestado;2025-04-25
363;363;Reservado;2025-04-27
364;364;Prestado;2025-04-20
365;365;Prestado;2025-04-29
366;366;Reservado;2025-04-29
367;367;Prestado;2025-05-06
368;368;Prestado;2025-05-06
369;369;Prestado;2025-05-10
370;370;Prestado;2025-04-21
371;371;Prestado;2025-05-16
372;372;Prestado;2025-05-02
373;373;Reservado;2025-04-20
374;374;Prestado;2025-05-10
375;375;Prestado;2025-05-10
376;376;Prestado;2025-05-14
377;377;Prestado;2025-05-15
378;378;Disponible;2025-04-28
379;379;Prestado;2025-04-19
380;380;Prestado;2025-05-13
381;381;Reservado;2025-04-28
382;382;Disponible;2025-05-05
383;383;Prestado;2025-05-07
384;384;Prestado;2025-05-17
385;385;Prestado;2025-04-29
386;386;Reservado;2025-05-09
387;387;Prestado;2025-05-12
388;388;Prestado;2025-04-28
389;389;Prestado;2025-05-06
390;390;Prestado;2025-05-15
391;391;Prestado;2025-04-24
392;392;Prestado;2025-04-18
393;393;Reservado;2025-04-21
394;394;Prestado;2025-04-26
395;395;Prestado;2025-05-07
396;396;Reservado;2025-04-24
397;397;Reservado;2025-04-23
398;398;Prestado;2025-04-25
399;399;Prestado;2025-05-06
400;400;Prestado;2025-05-12
401;401;Reservado;2025-05-07
402;402;Disponible;2025-05-04
403;403;Prestado;2025-04-21
404;404;Prestado;2025-04-21
405;405;Prestado;2025-05-09
406;406;Prestado;2025-05-13
407;407;Reservado;2025-04-21
408;408;Prestado;2025-05-07
409;409;Prestado;2025-05-14
410;410;Prestado;2025-04-18
411;411;Prestado;2025-05-01
412;412;Prestado;2025-05-06
413;413;Reservado;2025-05-12
414;414;Disponible;2025-04-18
415;415;Prestado;2025-04-25
416;416;Reservado;2025-04-22
417;417;Disponible;2025-05-14
418;418;Prestado;2025-04-22
419;419;Prestado;2025-05-10
420;420;Prestado;2025-05-10
421;421;Prestado;2025-04-28
422;422;Prestado;2025-05-01
423;423;Prestado;2025-05-12
424;424;Prestado;2025-05-14
425;425;Prestado;2025-05-03
426;426;Prestado;2025-05-16
427;427;Disponible;2025-04-21
428;428;Prestado;2025-04-30
429;429;Prestado;2025-04-23
430;430;Disponible;2025-05-07
431;431;Prestado;2025-05-04
432;432;Prestado;2025-05-08
433;433;Prestado;2025-05-01
434;434;Reservado;2025-04-18
435;435;Disponible;2025-04-30
436;436;Prestado;2025-05-12
437;437;Disponible;2025-05-14
438;438;Prestado;2025-05-18
439;439;Reservado;2025-04-26
440;440;Prestado;2025-05-07
441;441;Prestado;2025-05-10
442;442;Prestado;2025-04-18
443;443;Reservado;2025-04-25
444;444;Prestado;2025-04-20
445;445;Prestado;2025-04-26
446;446;Reservado;2025-05-08
447;447;Reservado;2025-05-16
448;448;Reservado;2025-05-07
449;449;Prestado;2025-05-14
450;450;Prestado;2025-04-26
451;451;Prestado;2025-05-12
452;452;Disponible;2025-05-01
453;453;Prestado;2025-05-02
454;454;Prestado;2025-04-19
455;455;Disponible;2025-05-15
456;456;Prestado;2025-04-20
457;457;Prestado;2025-04-19
458;458;Reservado;2025-05-04
459;459;Prestado;2025-05-14
460;460;Prestado;2025-04-29
461;461;Prestado;2025-05-10
462;462;Prestado;2025-04-30
463;463;Prestado;2025-04-22
464;464;Prestado;2025-05-14
465;465;Reservado;2025-05-07
466;466;Disponible;2025-04-23
467;467;Prestado;2025-04-22
468;468;Prestado;2025-05-10
469;469;Prestado;2025-05-01
470;470;Reservado;2025-05-07
471;471;Prestado;2025-04-29
472;472;Prestado;2025-05-02
473;473;Prestado;2025-05-12
474;474;Prestado;2025-05-05
475;475;Prestado;2025-04-28
476;476;Prestado;2025-04-27
477;477;Prestado;2025-05-07
478;478;Disponible;2025-05-14
479;479;Prestado;2025-05-13
480;480;Disponible;2025-04-20
481;481;Prestado;2025-05-01
482;482;Prestado;2025-05-14
483;483;Prestado;2025-04-19
484;484;Prestado;2025-05-16
485;485;Prestado;2025-04-20
486;486;Prestado;2025-05-09
487;487;Prestado;2025-05-16
488;488;Prestado;2025-04-29
489;489;Prestado;2025-05-05
490;490;Reservado;2025-04-27
491;491;Prestado;2025-04-22
492;492;Prestado;2025-05-09
493;493;Reservado;2025-05-08
494;494;Prestado;2025-04-25
495;495;Prestado;2025-04-26
496;496;Prestado;2025-05-18
497;497;Prestado;2025-05-12
498;498;Disponible;2025-05-07
499;499;Prestado;2025-05-18
500;500;Disponible;2025-04-20
501;501;Prestado;2025-05-09
502;502;Prestado;2025-05-13
503;503;Prestado;2025-05-15
504;504;Prestado;2025-05-14
505;505;Reservado;2025-05-09
506;506;Prestado;2025-05-16
507;507;Prestado;2025-04-18
508;508;Disponible;2025-05-11
509;509;Prestado;2025-04-28
510;510;Prestado;2025-05-05
511;511;Disponible;2025-05-10
512;512;Prestado;2025-04-20
513;513;Prestado;2025-04-22
514;514;Prestado;2025-04-21
515;515;Prestado;2025-05-12
516;516;Disponible;2025-05-18
517;517;Prestado;2025-05-16
518;518;Prestado;2025-04-27
519;519;Prestado;2025-05-06
520;520;Prestado;2025-05-16
521;521;Reservado;2025-05-16
522;522;Disponible;2025-05-16
523;523;Prestado;2025-05-16
524;524;Prestado;2025-04-26
525;525;Reservado;2025-04-26
526;526;Reservado;2025-05-14
527;527;Prestado;2025-05-16
528;528;Prestado;2025-05-13
529;529;Reservado;2025-05-14
530;530;Reservado;2025-04-22
531;531;Reservado;2025-04-28
532;532;Disponible;2025-05-01
533;533;Prestado;2025-04-29
534;534;Prestado;2025-04-26
535;535;Prestado;2025-05-08
536;536;Reservado;2025-04-19
537;537;Prestado;2025-05-12
538;538;Prestado;2025-04-20
539;539;Prestado;2025-05-01
540;540;Disponible;2025-05-12
541;541;Prestado;2025-04-23
542;542;Prestado;2025-05-10
543;543;Prestado;2025-05-14
544;544;Prestado;2025-05-01
545;545;Disponible;2025-05-17
546;546;Prestado;2025-04-25
547;547;Prestado;2025-04-30
548;548;Prestado;2025-05-06
549;549;Disponible;2025-04-19
550;550;Prestado;2025-04-29
551;551;Prestado;2025-05-15
552;552;Reservado;2025-04-27
553;553;Reservado;2025-05-13
554;554;Prestado;2025-04-21
555;555;Prestado;2025-05-16
556;556;Prestado;2025-05-05
557;557;Prestado;2025-04-24
558;558;Prestado;2025-04-20
559;559;Prestado;2025-04-18
560;560;Prestado;2025-04-22
561;561;Prestado;2025-05-07
562;562;Prestado;2025-05-17
563;563;Reservado;2025-05-07
564;564;Prestado;2025-04-26
565;565;Prestado;2025-04-26
566;566;Prestado;2025-04-29
567;567;Prestado;2025-05-10
568;568;Disponible;2025-04-20
569;569;Disponible;2025-05-11
570;570;Prestado;2025-04-22
571;571;Prestado;2025-05-03
572;572;Prestado;2025-05-14
573;573;Prestado;2025-04-20
574;574;Disponible;2025-05-15
575;575;Prestado;2025-04-25
576;576;Prestado;2025-05-13
577;577;Prestado;2025-05-18
578;578;Reservado;2025-04-24
579;579;Prestado;2025-04-28
580;580;Disponible;2025-05-15
581;581;Prestado;2025-04-30
582;582;Prestado;2025-04-28
583;583;Prestado;2025-04-24
584;584;Prestado;2025-05-10
585;585;Prestado;2025-04-28
586;586;Prestado;2025-05-07
587;587;Disponible;2025-05-16
588;588;Prestado;2025-05-10
589;589;Disponible;2025-05-01
590;590;Reservado;2025-05-06
591;591;Reservado;2025-04-21
592;592;Prestado;2025-05-06
593;593;Prestado;2025-05-16
594;594;Reservado;2025-05-02
595;595;Reservado;2025-04-28
596;596;Prestado;2025-04-23
597;597;Prestado;2025-04-26
598;598;Prestado;2025-05-01
599;599;Prestado;2025-04-22
600;600;Reservado;2025-05-01
601;601;Prestado;2025-05-04
602;602;Prestado;2025-05-01
603;603;Prestado;2025-04-20
604;604;Prestado;2025-05-07
605;605;Prestado;2025-05-08
606;606;Prestado;2025-05-15
607;607;Reservado;2025-04-29
608;608;Prestado;2025-05-10
609;609;Prestado;2025-04-21
610;610;Disponible;2025-05-17
611;611;Prestado;2025-05-07
612;612;Reservado;2025-05-09
613;613;Prestado;2025-05-09
614;614;Prestado;2025-05-06
615;615;Prestado;2025-05-12
616;616;Prestado;2025-05-09
617;617;Prestado;2025-05-03
618;618;Prestado;2025-04-27
619;619;Disponible;2025-04-29
620;620;Prestado;2025-05-14
621;621;Reservado;2025-05-06
622;622;Prestado;2025-05-18
623;623;Prestado;2025-05-10
624;624;Reservado;2025-05-15
625;625;Prestado;2025-05-09
626;626;Prestado;2025-04-28
627;627;Prestado;2025-05-06
628;628;Reservado;2025-05-02
629;629;Reservado;2025-05-12
630;630;Prestado;2025-05-02
631;631;Prestado;2025-05-03
632;632;Prestado;2025-05-04
633;633;Prestado;2025-04-23
634;634;Prestado;2025-05-16
635;635;Disponible;2025-05-18
636;636;Reservado;2025-04-22
637;637;Prestado;2025-05-14
638;638;Reservado;2025-05-01
639;639;Prestado;2025-05-05
640;640;Prestado;2025-05-08
641;641;Prestado;2025-05-01
642;642;Prestado;2025-04-23
643;643;Prestado;2025-04-18
644;644;Prestado;2025-04-25
645;645;Prestado;2025-04-23
646;646;Prestado;2025-05-01
647;647;Disponible;2025-05-08
648;648;Reservado;2025-05-10
649;649;Prestado;2025-05-16
650;650;Prestado;2025-04-19
651;651;Prestado;2025-04-26
652;652;Prestado;2025-05-18
653;653;Disponible;2025-05-13
654;654;Prestado;2025-04-27
655;655;Prestado;2025-04-28
656;656;Prestado;2025-05-14
657;657;Reservado;2025-05-06
658;658;Reservado;2025-04-30
659;659;Prestado;2025-05-01
660;660;Disponible;2025-05-08
661;661;Prestado;2025-04-20
662;662;Prestado;2025-04-18
663;663;Prestado;2025-04-28
664;664;Prestado;2025-04-18
665;665;Prestado;2025-05-07
666;666;Prestado;2025-04-22
667;667;Prestado;2025-05-08
668;668;Prestado;2025-04-26
669;669;Prestado;2025-05-03
670;670;Prestado;2025-05-04
671;671;Disponible;2025-05-07
672;672;Prestado;2025-04-20
673;673;Prestado;2025-04-24
674;674;Prestado;2025-04-22
675;675;Prestado;2025-05-03
676;676;Prestado;2025-05-11
677;677;Prestado;2025-05-15
678;678;Prestado;2025-05-11
679;679;Prestado;2025-05-06
680;680;Disponible;2025-04-26
681;681;Prestado;2025-05-08
682;682;Prestado;2025-05-05
683;683;Prestado;2025-04-24
684;684;Prestado;2025-05-16
685;685;Prestado;2025-04-23
686;686;Reservado;2025-05-08
687;687;Prestado;2025-05-11
688;688;Disponible;2025-05-06
689;689;Prestado;2025-05-18
690;690;Prestado;2025-05-16
691;691;Prestado;2025-05-05
692;692;Prestado;2025-05-05
693;693;Prestado;2025-04-22
694;694;Reservado;2025-04-26
695;695;Prestado;2025-04-24
696;696;Prestado;2025-04-23
697;697;Prestado;2025-05-17
698;698;Prestado;2025-04-29
699;699;Disponible;2025-05-06
700;700;Prestado;2025-05-11
701;701;Prestado;2025-05-17
702;702;Reservado;2025-04-20
703;703;Prestado;2025-05-03
704;704;Reservado;2025-05-16
705;705;Prestado;2025-04-21
706;706;Prestado;2025-05-16
707;707;Prestado;2025-05-18
708;708;Prestado;2025-05-06
709;709;Prestado;2025-05-18
710;710;Reservado;2025-05-10
711;711;Prestado;2025-05-06
712;712;Reservado;2025-05-08
713;713;Prestado;2025-04-21
714;714;Prestado;2025-05-07
715;715;Prestado;2025-04-19
716;716;Disponible;2025-04-29
717;717;Prestado;2025-05-11
718;718;Prestado;2025-05-15
719;719;Reservado;2025-05-17
720;720;Disponible;2025-04-22
721;721;Disponible;2025-05-14
722;722;Prestado;2025-04-24
723;723;Prestado;2025-04-29
724;724;Prestado;2025-04-26
725;725;Prestado;2025-05-07
726;726;Prestado;2025-05-07
727;727;Disponible;2025-04-20
728;728;Disponible;2025-04-25
729;729;Disponible;2025-04-24
730;730;Prestado;2025-04-29
731;731;Prestado;2025-04-21
732;732;Prestado;2025-05-01
733;733;Disponible;2025-05-11
734;734;Reservado;2025-05-18
735;735;Prestado;2025-05-10
736;736;Prestado;2025-05-03
737;737;Prestado;2025-05-06
738;738;Reservado;2025-05-14
739;739;Prestado;2025-04-25
740;740;Prestado;2025-04-18
741;741;Prestado;2025-05-04
742;742;Prestado;2025-05-03
743;743;Disponible;2025-05-04
744;744;Prestado;2025-04-28
745;745;Prestado;2025-04-28
746;746;Disponible;2025-04-28
747;747;Prestado;2025-04-21
748;748;Prestado;2025-05-03
749;749;Prestado;2025-05-18
750;750;Prestado;2025-05-15
751;751;Reservado;2025-05-11
752;752;Prestado;2025-05-18
753;753;Prestado;2025-05-04
754;754;Reservado;2025-05-18
755;755;Disponible;2025-05-01
756;756;Disponible;2025-04-28
757;757;Prestado;2025-04-27
758;758;Prestado;2025-04-26
759;759;Prestado;2025-05-17
760;760;Prestado;2025-05-03
761;761;Prestado;2025-04-23
762;762;Prestado;2025-05-06
763;763;Reservado;2025-04-30
764;764;Reservado;2025-04-29
765;765;Prestado;2025-04-29
766;766;Prestado;2025-04-29
767;767;Disponible;2025-05-14
768;768;Prestado;2025-04-18
769;769;Prestado;2025-05-11
770;770;Reservado;2025-05-12
771;771;Prestado;2025-05-12
772;772;Reservado;2025-05-01
773;773;Prestado;2025-05-16
774;774;Reservado;2025-04-30
775;775;Disponible;2025-04-30
776;776;Prestado;2025-05-06
777;777;Prestado;2025-05-17
778;778;Disponible;2025-04-24
779;779;Prestado;2025-05-17
780;780;Disponible;2025-05-14
781;781;Prestado;2025-05-10
782;782;Prestado;2025-04-29
783;783;Prestado;2025-05-04
784;784;Prestado;2025-05-05
785;785;Prestado;2025-05-06
786;786;Prestado;2025-04-26
787;787;Reservado;2025-05-08
788;788;Prestado;2025-04-24
789;789;Prestado;2025-05-03
790;790;Prestado;2025-05-17
791;791;Prestado;2025-05-12
792;792;Prestado;2025-05-12
793;793;Reservado;2025-05-17
794;794;Prestado;2025-04-22
795;795;Prestado;2025-05-17
796;796;Disponible;2025-05-05
797;797;Prestado;2025-05-11
798;798;Prestado;2025-04-20
799;799;Prestado;2025-05-09
800;800;Disponible;2025-05-16
801;801;Prestado;2025-04-30
802;802;Disponible;2025-04-29
803;803;Disponible;2025-05-02
804;804;Prestado;2025-05-06
805;805;Disponible;2025-04-20
806;806;Reservado;2025-05-16
807;807;Reservado;2025-05-01
808;808;Reservado;2025-05-09
809;809;Prestado;2025-04-18
810;810;Prestado;2025-04-26
811;811;Reservado;2025-04-19
812;812;Prestado;2025-05-15
813;813;Prestado;2025-05-13
814;814;Prestado;2025-05-03
815;815;Prestado;2025-05-02
816;816;Prestado;2025-05-18
817;817;Prestado;2025-05-17
818;818;Prestado;2025-05-08
819;819;Disponible;2025-05-09
820;820;Prestado;2025-05-03
821;821;Prestado;2025-04-19
822;822;Reservado;2025-05-03
823;823;Prestado;2025-05-05
824;824;Disponible;2025-05-14
825;825;Disponible;2025-04-27
826;826;Prestado;2025-04-18
827;827;Prestado;2025-04-28
828;828;Reservado;2025-05-02
829;829;Disponible;2025-04-23
830;830;Prestado;2025-05-11
831;831;Disponible;2025-05-18
832;832;Prestado;2025-04-19
833;833;Prestado;2025-04-18
834;834;Disponible;2025-05-10
835;835;Prestado;2025-04-24
836;836;Prestado;2025-04-30
837;837;Prestado;2025-04-30
838;838;Disponible;2025-04-25
839;839;Disponible;2025-05-16
840;840;Prestado;2025-05-18
841;841;Prestado;2025-05-02
842;842;Prestado;2025-04-28
843;843;Prestado;2025-05-11
844;844;Prestado;2025-04-28
845;845;Prestado;2025-05-06
846;846;Prestado;2025-04-19
847;847;Prestado;2025-05-02
848;848;Reservado;2025-05-01
849;849;Prestado;2025-04-18
850;850;Prestado;2025-05-12
851;851;Prestado;2025-05-09
852;852;Reservado;2025-05-08
853;853;Reservado;2025-04-28
854;854;Reservado;2025-04-27
855;855;Prestado;2025-05-13
856;856;Prestado;2025-04-23
857;857;Prestado;2025-05-16
858;858;Prestado;2025-04-24
859;859;Prestado;2025-05-04
860;860;Prestado;2025-05-03
861;861;Prestado;2025-05-06
862;862;Prestado;2025-05-12
863;863;Prestado;2025-04-19
864;864;Prestado;2025-04-23
865;865;Prestado;2025-05-08
866;866;Prestado;2025-04-18
867;867;Prestado;2025-05-18
868;868;Prestado;2025-04-22
869;869;Disponible;2025-05-01
870;870;Prestado;2025-05-07
871;871;Prestado;2025-05-17
872;872;Prestado;2025-05-14
873;873;Prestado;2025-05-14
874;874;Prestado;2025-05-07
875;875;Prestado;2025-05-13
